,AuthorName,AuthorProb
File_1527,Author_2,0.46640581852378404
File_102,Author_2,0.5085759513737407
File_424,Author_2,0.2712558379136898
File_592,Author_2,0.2051692089931585
File_1720,Author_2,0.35962916089816155
File_174,Author_3,0.38835499405701335
File_2849,Author_3,0.42917607726463514
File_353,Author_3,0.31245016854167984
File_1146,Author_3,0.4883423809618127
File_1101,Author_3,0.5608175980726742
File_3649,Author_3,0.37945066500364244
File_3253,Author_2,0.27012404844994187
File_2747,Author_2,0.23190874903562786
File_133,Author_2,0.27629227042146165
File_603,Author_2,0.37714599866654885
File_2371,Author_2,0.41333018974246727
File_1185,Author_2,0.4580096092966873
File_2931,Author_2,0.3569623926506764
File_956,Author_2,0.28707420377019854
File_1738,Author_2,0.2648228699037185
File_3852,Author_2,0.266342998533165
File_2984,Author_1,0.5519254018504637
File_2923,Author_1,0.3089164693732589
File_3295,Author_1,0.36821638483262153
File_2295,Author_1,0.21522946980077573
File_57,Author_1,0.17171176731212912
File_1325,Author_0,0.4427937282085652
File_1313,Author_0,0.542133380495775
File_2546,Author_0,0.528183563600434
File_2714,Author_0,0.2752946799437679
File_1696,Author_0,0.5925697690460772
File_3645,Author_2,0.37628104176061383
File_369,Author_2,0.10769674182937394
File_209,Author_2,0.2539162926240234
File_3928,Author_2,0.23622125421407336
File_2393,Author_2,0.3732642566091512
File_3291,Author_2,0.2746220112338258
File_398,Author_2,0.34120929892384577
File_1869,Author_2,0.081746761437123
File_2755,Author_2,0.22447060495385363
File_2882,Author_2,0.683517891549669
File_3813,Author_2,0.4470246460596118
File_3418,Author_2,0.3158869177392044
File_3230,Author_2,0.613048792101911
File_2614,Author_2,0.42432703239644154
File_327,Author_2,0.7029645953994988
File_3647,Author_2,0.5865825899505013
File_3978,Author_2,0.8688553354196651
File_3105,Author_2,0.5767566198754218
File_3433,Author_1,0.4963612138613941
File_1844,Author_1,0.1262121927910873
File_709,Author_1,0.5423043012284865
File_2388,Author_1,0.4198971957657436
File_3761,Author_1,0.39367472757045474
File_242,Author_1,0.20350324489341798
File_2898,Author_1,0.21792902729882002
File_216,Author_1,0.6239234758699302
File_3145,Author_1,0.7152561677355538
File_1371,Author_1,0.3364334118346184
File_2410,Author_1,0.6143049704065182
File_2993,Author_1,0.3794458316986127
File_3935,Author_2,0.29480272678970776
File_821,Author_2,0.3534491128041024
File_1266,Author_2,0.5735719862850199
File_3026,Author_2,0.7157000234999377
File_2487,Author_2,0.22466346094738932
File_688,Author_2,0.5126054354467913
File_2881,Author_2,0.5830123875596098
File_3584,Author_2,0.30162204549123617
File_1508,Author_2,0.4785777212823362
File_3338,Author_2,0.515413587479902
File_3922,Author_2,0.4762306010334528
File_1087,Author_2,0.5343255643617463
File_132,Author_4,0.6051594867186705
File_2499,Author_4,0.6394703787897409
File_3858,Author_4,0.6772650965813302
File_3665,Author_3,0.21874081399266432
File_2775,Author_3,0.29293095937179037
File_71,Author_3,0.26026893099529635
File_1628,Author_3,0.33669151225488214
File_913,Author_3,0.29628110125255125
File_1121,Author_3,0.0958705322642438
File_936,Author_3,0.20469624325116076
File_3947,Author_3,0.19535616655265908
File_1026,Author_3,0.449616771161068
File_3777,Author_3,0.25458643415691384
File_1736,Author_3,0.16355984645449173
File_2739,Author_3,0.3634236783285767
File_3771,Author_1,0.4355852209652282
File_1478,Author_1,0.20431957190187022
File_192,Author_1,0.23590853517893318
File_2750,Author_1,0.18845271234834926
File_1281,Author_1,0.22701934269730328
File_2120,Author_1,0.31828580229113845
File_3056,Author_1,0.19370448297477072
File_3825,Author_1,0.5410417984221256
File_1447,Author_1,0.3672712851587234
File_1074,Author_1,0.33450893349008015
File_3958,Author_2,0.305574128845189
File_2553,Author_2,0.3580465771254724
File_1704,Author_2,0.5863073477898251
File_3834,Author_2,0.5431234099117236
File_3179,Author_2,0.39243148244349946
File_578,Author_2,0.2520209467742809
File_50,Author_2,0.35039696842841894
File_394,Author_2,0.1871552001253619
File_325,Author_3,0.606574518261591
File_1017,Author_3,0.45490899684421915
File_3908,Author_3,0.22337153928247966
File_3953,Author_3,0.5898637733328116
File_1126,Author_3,0.384268237280714
File_563,Author_3,0.25472362741864507
File_2545,Author_3,0.4322859420068138
File_3605,Author_3,0.504447503111067
File_738,Author_3,0.49518401004583334
File_1200,Author_4,0.5780773257898004
File_3965,Author_4,0.406189761956093
File_112,Author_4,0.3113534626239186
File_3231,Author_4,0.5684182213855968
File_1859,Author_4,0.3200211611679984
File_3078,Author_4,0.43130859641427943
File_3178,Author_2,0.4303758491745501
File_814,Author_2,0.33697733918245176
File_2345,Author_2,0.20750109696695263
File_765,Author_2,0.2772482124718234
File_2677,Author_2,0.5390713071761329
File_2003,Author_2,0.4576510241359625
File_2657,Author_2,0.5864379438835874
File_3911,Author_2,0.47229541132449804
File_1320,Author_2,0.32745134263461995
File_565,Author_2,0.33199748085385705
File_1996,Author_2,0.39283496421938935
File_2660,Author_2,0.5465935125433343
File_542,Author_2,0.16498001937250917
File_496,Author_2,0.09541690322361895
File_1574,Author_2,0.6828068531251225
File_3233,Author_2,0.5269142154172355
File_983,Author_2,0.575463406116137
File_2031,Author_2,0.3817280984486582
File_2033,Author_2,0.47806197209830714
File_1600,Author_2,0.29147569123409656
File_480,Author_0,0.15137682580689327
File_2880,Author_0,0.35651025756586585
File_1702,Author_0,0.22543453684998505
File_326,Author_0,0.396370688472525
File_833,Author_0,0.6406669688512068
File_1949,Author_0,0.24365187252089848
File_1208,Author_0,0.3789825149682
File_23,Author_0,0.38981168924520715
File_233,Author_2,0.2915679844769351
File_201,Author_2,0.31674514269709586
File_2365,Author_2,0.09708398295872345
File_1215,Author_2,0.23034112942328644
File_2668,Author_2,0.31848701435252247
File_1608,Author_2,0.3389362656937359
File_3363,Author_2,0.43330236538031974
File_1194,Author_2,0.35465489730171185
File_2974,Author_2,0.4013297845149941
File_3659,Author_2,0.39793025827826844
File_1494,Author_2,0.4398020200226216
File_2740,Author_2,0.20773626233748332
File_1514,Author_2,0.6048120495462956
File_749,Author_2,0.4485940950891264
File_1195,Author_2,0.5881162687770416
File_500,Author_1,0.16050288743533714
File_3567,Author_1,0.21962917452219943
File_1556,Author_1,0.221181862285035
File_2196,Author_1,0.45240056976967524
File_2473,Author_1,0.3181610439678779
File_1370,Author_1,0.43012058251959195
File_62,Author_1,0.5890723365174169
File_2523,Author_1,0.28659589019726195
File_1541,Author_1,0.14795702679718592
File_966,Author_1,0.20956366566429507
File_2289,Author_1,0.310233233143136
File_2575,Author_1,0.3593110388676102
File_2356,Author_1,0.2012656199176428
File_1593,Author_1,0.3807828150770507
File_126,Author_1,0.4271268423175233
File_1601,Author_1,0.17077330504827748
File_1299,Author_1,0.1830664577726544
File_436,Author_1,0.23625391322064537
File_2373,Author_1,0.2588931834024605
File_1749,Author_1,0.38503042362311346
File_2812,Author_1,0.5586594741648303
File_1876,Author_1,0.4646374427676643
File_1724,Author_1,0.34615181444802645
File_16,Author_1,0.20335689596938422
File_1112,Author_1,0.20651101002538075
File_633,Author_1,0.17778391780153924
File_2630,Author_1,0.30855541138530673
File_3074,Author_1,0.3733845687491081
File_1328,Author_1,0.3239386148954333
File_3552,Author_1,0.4223729742640905
File_687,Author_1,0.38178792939897277
File_3019,Author_1,0.4454481084933283
File_1872,Author_1,0.3767069948387003
File_141,Author_4,0.5338012356598577
File_585,Author_4,0.6376395173309525
File_1261,Author_4,0.41469306332902467
File_1179,Author_4,0.25997630625786095
File_1212,Author_4,0.32200206807376064
File_3917,Author_4,0.3770758492636469
File_3620,Author_4,0.446862822980306
File_3524,Author_4,0.531757732124341
File_1379,Author_4,0.4616035600091496
File_148,Author_4,0.4374359302186762
File_862,Author_2,0.19998669180590523
File_2571,Author_2,0.32200374403842924
File_3814,Author_2,0.35330952366365864
File_1,Author_2,0.17494870319291356
File_1744,Author_2,0.28117638262928357
File_1288,Author_2,0.3790480923547579
File_3518,Author_2,0.2812706572532383
File_601,Author_2,0.21289924471951505
File_160,Author_2,0.22285991380897396
File_3548,Author_2,0.34902511465185593
File_3560,Author_2,0.5579464980067687
File_1519,Author_2,0.24131093961153172
File_2693,Author_2,0.35130427012569065
File_2041,Author_2,0.6590748247298228
File_1802,Author_2,0.5269432381694535
File_925,Author_2,0.29241529204901695
File_1740,Author_2,0.4795926219523525
File_1226,Author_2,0.40346217248327876
File_3483,Author_2,0.1145672360705734
File_1347,Author_2,0.538260712679651
File_463,Author_2,0.4404243123999476
File_3673,Author_2,0.23982532170837867
File_611,Author_2,0.4350400651364109
File_3826,Author_2,0.3641104628578449
File_2651,Author_2,0.23094107780070972
File_1979,Author_2,0.3357555174434541
File_1699,Author_2,0.2098768945842735
File_2080,Author_2,0.23390850369972593
File_752,Author_2,0.2637711932726401
File_1735,Author_2,0.16731583916541226
File_2720,Author_2,0.27242458904937117
File_926,Author_2,0.33765717261168815
File_1309,Author_2,0.12338562528225161
File_3312,Author_2,0.1560324767389185
File_2281,Author_2,0.3703639436141726
File_3129,Author_4,0.17362420065388795
File_3907,Author_4,0.346330194744483
File_2946,Author_4,0.33884500154594854
File_3003,Author_4,0.18822206975972977
File_1077,Author_4,0.3158379044409183
File_2099,Author_4,0.43527718444425634
File_2933,Author_4,0.32184377232966055
File_3932,Author_4,0.2599863792464172
File_247,Author_4,0.23980833497361376
File_347,Author_4,0.42213706353425473
File_2325,Author_2,0.3900924393350098
File_3718,Author_2,0.11494436224715365
File_3198,Author_2,0.4771187883212299
File_2591,Author_2,0.2763643581325781
File_2680,Author_2,0.2430911959916593
File_1493,Author_2,0.21470159193637217
File_1349,Author_2,0.5800323276108115
File_1153,Author_2,0.19328426694598588
File_1579,Author_2,0.43509601610822024
File_285,Author_2,0.47818584213874293
File_1868,Author_2,0.5149622125572115
File_2928,Author_2,0.38098974987376255
File_1066,Author_2,0.6499186922381727
File_1425,Author_2,0.2720408347397424
File_912,Author_2,0.27123830331883414
File_3260,Author_2,0.5421981791978359
File_2516,Author_2,0.4224173708371386
File_3072,Author_2,0.14172559865778378
File_409,Author_1,0.19597009947016986
File_1570,Author_1,0.28938033650805206
File_3302,Author_1,0.2454053364469897
File_2649,Author_1,0.15389075444029865
File_3494,Author_1,0.329281443912272
File_2405,Author_1,0.4520586571536753
File_726,Author_1,0.39234350150825004
File_1184,Author_1,0.2707617014413083
File_1457,Author_1,0.29717481477181895
File_342,Author_1,0.2953334962660288
File_1944,Author_1,0.6232734024269939
File_637,Author_1,0.8260130572110709
File_1618,Author_1,0.4440852105239603
File_947,Author_1,0.5640747155275568
File_2333,Author_1,0.25560203850283747
File_2960,Author_1,0.4455977119109913
File_2302,Author_1,0.18219803292851489
File_1468,Author_1,0.4567446051468733
File_3177,Author_1,0.362624276210298
File_3018,Author_1,0.1638690152162947
File_754,Author_1,0.3185931848642872
File_83,Author_1,0.3688304757305273
File_7,Author_3,0.4436022446278891
File_2163,Author_3,0.48824955837521333
File_2454,Author_3,0.44406106612062013
File_1001,Author_2,0.37949862502069664
File_1839,Author_2,0.2730787802223519
File_678,Author_2,0.1307050323964618
File_1911,Author_2,0.3168429506386994
File_3277,Author_2,0.2273728918580843
File_381,Author_2,0.5020824904268099
File_544,Author_2,0.26392818508818083
File_2687,Author_2,0.6706368209861235
File_3657,Author_2,0.2889898416160982
File_3737,Author_2,0.5419187480452363
File_2926,Author_2,0.7907199361354451
File_2368,Author_2,0.6020897542430921
File_2355,Author_2,0.21971485075055264
File_3340,Author_2,0.3977636668399629
File_3364,Author_2,0.3447687371385795
File_3482,Author_2,0.26028300567798746
File_2700,Author_2,0.16892869837327806
File_1544,Author_2,0.3591257642825386
File_2913,Author_2,0.3945700386125788
File_51,Author_2,0.14729929527072083
File_2126,Author_2,0.17209048133480487
File_3122,Author_2,0.2800751852184229
File_1748,Author_2,0.41391319885179345
File_2459,Author_2,0.7192562879569769
File_197,Author_2,0.8184713609874721
File_161,Author_2,0.8547744185552
File_47,Author_2,0.25607542309630316
File_635,Author_0,0.5705743254170591
File_1795,Author_0,0.3215233900823151
File_2531,Author_0,0.15794432966387928
File_3591,Author_0,0.13935676935735908
File_2045,Author_0,0.1331382689945224
File_3216,Author_0,0.22746717928469484
File_1300,Author_0,0.3698029795004574
File_1971,Author_0,0.4178864101827575
File_551,Author_0,0.4511828868075829
File_3997,Author_0,0.5465516034735606
File_3225,Author_3,0.5050711474716854
File_729,Author_3,0.35118257429910404
File_208,Author_3,0.4433042235130973
File_137,Author_3,0.6182729908260248
File_557,Author_1,0.33628262686807786
File_3378,Author_1,0.2505133534304924
File_1000,Author_1,0.1615464625106643
File_2564,Author_1,0.462984169576121
File_3594,Author_1,0.35240957414059804
File_3569,Author_1,0.3342931074882094
File_2654,Author_1,0.25720566916670595
File_1093,Author_1,0.14497964471625668
File_3355,Author_1,0.14969129896444344
File_1659,Author_1,0.14625069682298908
File_157,Author_1,0.2641773311583271
File_855,Author_2,0.3773972545347847
File_3982,Author_2,0.3699300060669247
File_299,Author_2,0.10287291039189017
File_543,Author_2,0.5701794390301577
File_2306,Author_2,0.5508450974287277
File_3543,Author_2,0.3008988871107092
File_918,Author_2,0.3111588624468351
File_2536,Author_2,0.3234189505455116
File_1623,Author_2,0.4178499420373891
File_2401,Author_2,0.30381732442676146
File_3574,Author_2,0.10647527514167199
File_3689,Author_2,0.4208351912865904
File_2139,Author_1,0.3368422937695912
File_252,Author_1,0.49099296451214824
File_567,Author_1,0.33652188468506994
File_1365,Author_1,0.3897614216672305
File_29,Author_1,0.1874773230712492
File_2751,Author_1,0.14080009291154694
File_3420,Author_2,0.5911435071647096
File_3629,Author_2,0.5205062862339644
File_1509,Author_2,0.5969876846542126
File_3585,Author_2,0.31127736005049855
File_3001,Author_2,0.4134526970444554
File_3287,Author_2,0.3390642396373791
File_770,Author_2,0.36865812053337366
File_2492,Author_2,0.46773223107874473
File_1031,Author_2,0.5334320080601918
File_3337,Author_2,0.7049515823941545
File_1406,Author_2,0.4882846105891042
File_3678,Author_2,0.8327036550029203
File_1838,Author_1,0.14257388942764826
File_3905,Author_1,0.37056494547499097
File_2177,Author_1,0.2164893342950105
File_475,Author_1,0.3618738884683659
File_1515,Author_1,0.44223523896245265
File_2056,Author_1,0.23621552608634788
File_3892,Author_1,0.2615627330994589
File_2723,Author_1,0.3270494311619997
File_1155,Author_1,0.17221857579230304
File_2268,Author_2,0.4615981461315878
File_13,Author_2,0.28815822025646964
File_2969,Author_2,0.275447041921804
File_720,Author_2,0.32509196764148296
File_2597,Author_2,0.4127978983890488
File_3097,Author_2,0.3617367639315534
File_2771,Author_2,0.26559190164557134
File_1244,Author_2,0.22040501002210233
File_2754,Author_1,0.42394839813980223
File_955,Author_1,0.6692492856757407
File_867,Author_1,0.34711291469924843
File_2215,Author_1,0.5281942727928155
File_3070,Author_1,0.4156297870998804
File_1672,Author_3,0.22561065475637898
File_2314,Author_3,0.7591513545737789
File_3487,Author_3,0.3782377936660264
File_3123,Author_3,0.5657683379121861
File_1142,Author_2,0.2314295446787924
File_139,Author_2,0.45094709954774426
File_2191,Author_2,0.49510371889748006
File_1114,Author_2,0.3247786539959501
File_2911,Author_2,0.16567868735161095
File_1622,Author_2,0.2366201470867766
File_2125,Author_2,0.46017196089827983
File_484,Author_1,0.1994324267238723
File_1963,Author_1,0.7062104722536484
File_2169,Author_1,0.29717101145132707
File_3843,Author_1,0.3672803930077757
File_1321,Author_1,0.15848704954418413
File_2113,Author_1,0.5591740390897828
File_3811,Author_1,0.35787108937654344
File_3035,Author_1,0.5728868597400051
File_138,Author_1,0.3885064626757947
File_702,Author_1,0.34397490108295425
File_3320,Author_1,0.23465828751435902
File_1833,Author_1,0.49092341441931964
File_1675,Author_1,0.29117257379498884
File_2478,Author_1,0.19586386649934107
File_556,Author_1,0.16962706006371353
File_2948,Author_1,0.17098635091098024
File_2118,Author_0,0.7863831112329546
File_1899,Author_0,0.5637876540393886
File_1648,Author_0,0.39731247835109784
File_2521,Author_0,0.26565773772501977
File_740,Author_2,0.49277462067578204
File_1122,Author_2,0.5197170384304519
File_1607,Author_2,0.49008405712832626
File_1642,Author_0,0.368205583304714
File_617,Author_0,0.2583187178941848
File_3981,Author_0,0.13210747463876849
File_1728,Author_0,0.5168829174574037
File_791,Author_0,0.23407422592334004
File_1770,Author_0,0.22327110640623316
File_1842,Author_0,0.27570032249538445
File_3656,Author_0,0.1955960335653979
File_3744,Author_0,0.25359218869105293
File_3875,Author_0,0.2312504285758803
File_2398,Author_0,0.4640338706710969
File_1933,Author_0,0.12946950896107046
File_1823,Author_0,0.2294892241646318
File_2983,Author_0,0.7800440416758426
File_3020,Author_0,0.5192717428618147
File_373,Author_0,0.4790716341146909
File_1048,Author_3,0.4142328147235439
File_2418,Author_3,0.1979755157769928
File_36,Author_3,0.30947597854022346
File_999,Author_3,0.17482815050839784
File_1682,Author_3,0.169439400262682
File_3286,Author_3,0.22193883418415594
File_1280,Author_3,0.19277910988793745
File_2157,Author_3,0.2071870944454557
File_725,Author_3,0.22817959381342412
File_2762,Author_3,0.41740924372431243
File_3856,Author_3,0.20636142519475742
File_3724,Author_3,0.2981248171835693
File_90,Author_3,0.28412362966921345
File_703,Author_3,0.12368361795838623
File_3321,Author_2,0.21113157939445304
File_1782,Author_2,0.6241808722677796
File_81,Author_2,0.6257240014234279
File_1219,Author_2,0.3424272840915359
File_2695,Author_2,0.4100177192349268
File_2319,Author_2,0.3687934690354425
File_886,Author_2,0.5945097606871561
File_1306,Author_2,0.27332600468884405
File_3906,Author_2,0.49320829245749
File_3501,Author_2,0.2775252672572155
File_3490,Author_2,0.35807436126494396
File_1612,Author_2,0.47009617550003835
File_3961,Author_2,0.4856100504254084
File_2675,Author_2,0.4042499679136775
File_2438,Author_2,0.4640621996737355
File_3409,Author_2,0.3683636511828452
File_1504,Author_2,0.2130079613831115
File_1951,Author_2,0.2483380252549352
File_2054,Author_2,0.3418872336761102
File_1725,Author_2,0.37317793849392966
File_2178,Author_2,0.4129408155006187
File_305,Author_2,0.37435692417704736
File_3667,Author_1,0.3217489829210929
File_820,Author_1,0.6363488269211949
File_3757,Author_1,0.27098805778290536
File_2638,Author_1,0.3913200892006605
File_2663,Author_1,0.5748896437447799
File_2419,Author_1,0.0675331603671564
File_355,Author_1,0.7414650537049756
File_2464,Author_1,0.2012609547978257
File_2235,Author_1,0.48234708701882045
File_107,Author_1,0.7028810035963736
File_2362,Author_1,0.4070562322368514
File_3972,Author_1,0.31090337835829374
File_1337,Author_2,0.3045277139321978
File_1092,Author_2,0.6047149661951463
File_239,Author_2,0.23710227441715714
File_646,Author_2,0.42740031809181145
File_2255,Author_2,0.27484162060735584
File_1240,Author_2,0.42594179155134715
File_2481,Author_2,0.33368882404951594
File_2275,Author_2,0.10105417073477319
File_3155,Author_1,0.4443607783731126
File_3393,Author_1,0.7218389789466937
File_172,Author_1,0.793375654894038
File_2019,Author_3,0.33836656835860157
File_3711,Author_3,0.21594162716355825
File_1817,Author_3,0.3747350755158112
File_3106,Author_3,0.16124874362845576
File_664,Author_3,0.28065379456832173
File_1041,Author_3,0.2709138337837089
File_3769,Author_3,0.5368924713275686
File_2216,Author_3,0.40809714582458134
File_365,Author_3,0.3497491706490101
File_2805,Author_3,0.2570025233264308
File_3095,Author_3,0.29962440077199215
File_339,Author_3,0.4463492786818454
File_3457,Author_3,0.10213726183149174
File_435,Author_3,0.7426151609796878
File_1883,Author_1,0.17509881501865454
File_462,Author_1,0.48164427506926377
File_3840,Author_1,0.5458720125346803
File_1658,Author_1,0.44699152523706764
File_2539,Author_1,0.42544854536071264
File_3182,Author_1,0.4085079619101504
File_2578,Author_1,0.29036861351220367
File_1234,Author_1,0.21602706388248638
File_130,Author_1,0.4810051552915099
File_3676,Author_2,0.23519136775765181
File_3292,Author_2,0.18026896417252103
File_99,Author_2,0.21635774609181635
File_1503,Author_2,0.057772767953029214
File_3081,Author_2,0.5197216086941352
File_2395,Author_2,0.3333049291018102
File_1764,Author_2,0.3082785590556497
File_621,Author_2,0.28798106445489535
File_1042,Author_2,0.3901663989925068
File_522,Author_2,0.13660614647795755
File_3651,Author_1,0.19269538267443798
File_1905,Author_1,0.11711294627475999
File_1456,Author_1,0.37383065484113787
File_2038,Author_1,0.3422785255793237
File_2819,Author_1,0.2566017402206545
File_3979,Author_1,0.4101687293073948
File_37,Author_1,0.2555375511348543
File_1175,Author_1,0.4085514171178657
File_2288,Author_2,0.2845469834534754
File_3162,Author_2,0.3083842471720665
File_2780,Author_2,0.4405398165781692
File_2505,Author_2,0.24232060842797565
File_11,Author_2,0.46103210431204855
File_498,Author_2,0.14477155307903677
File_3575,Author_2,0.308312649549666
File_882,Author_5,0.3226943196861406
File_250,Author_5,0.30282920317536854
File_1061,Author_5,0.2619262483063063
File_3307,Author_5,0.3157032228751905
File_854,Author_5,0.32112835633651904
File_713,Author_5,0.4114881145111524
File_3238,Author_5,0.37239002204677873
File_234,Author_5,0.3409389222963902
File_2209,Author_5,0.28871873783005
File_1646,Author_2,0.30269743761821943
File_3329,Author_2,0.34784649979763826
File_2248,Author_2,0.29963790106313226
File_2433,Author_2,0.1415903925327312
File_2584,Author_2,0.5191269253585217
File_3196,Author_2,0.46323153841674813
File_3539,Author_2,0.8072644783981209
File_3808,Author_1,0.5051922552042118
File_3315,Author_1,0.5658477952639412
File_1082,Author_1,0.41162316663145015
File_118,Author_1,0.23791633795281475
File_1602,Author_1,0.45539206001290633
File_750,Author_0,0.3437060421385175
File_2329,Author_0,0.12916069018546616
File_2828,Author_0,0.3221458550716385
File_803,Author_0,0.24992867170480726
File_3511,Author_0,0.3513737749796345
File_2283,Author_0,0.30958315499028455
File_1188,Author_0,0.10350370502000084
File_1553,Author_0,0.38060657732013325
File_2666,Author_0,0.6041319459074905
File_2642,Author_2,0.4180376867002974
File_2022,Author_2,0.6445477979406602
File_3073,Author_2,0.5652432547598886
File_3998,Author_2,0.3301357228603563
File_1746,Author_2,0.4347900773079255
File_733,Author_2,0.4503769427245333
File_2105,Author_2,0.33502838800031465
File_3480,Author_2,0.44791743221810343
File_705,Author_2,0.497084465135188
File_454,Author_2,0.43938630191162453
File_2445,Author_2,0.23182542604913603
File_3126,Author_2,0.4803638741005405
File_3199,Author_2,0.25152687649902017
File_1542,Author_2,0.41458743745286875
File_2787,Author_2,0.42359861752139005
File_458,Author_2,0.704957667689999
File_267,Author_2,0.8027677647203335
File_2158,Author_2,0.49109511805914663
File_1286,Author_2,0.5990287063278652
File_2961,Author_2,0.43440729625157093
File_2034,Author_2,0.22174775465480712
File_2379,Author_2,0.37799894499116526
File_384,Author_2,0.34828261002900707
File_2851,Author_2,0.19277834688726114
File_3121,Author_2,0.22662971286985079
File_427,Author_2,0.48508554565620865
File_3330,Author_3,0.43826045641973177
File_3469,Author_3,0.7608818180929751
File_3390,Author_3,0.6571178378328069
File_3531,Author_2,0.4482968105176526
File_3637,Author_2,0.2623994513723559
File_1004,Author_2,0.3375901807551589
File_2432,Author_2,0.3349773142503043
File_2222,Author_2,0.3063338916161812
File_1543,Author_2,0.4954789318231898
File_2079,Author_2,0.339515525952065
File_1563,Author_2,0.3844177202601742
File_3988,Author_2,0.0860490724536579
File_3334,Author_2,0.462941133960871
File_1317,Author_2,0.2536986267859117
File_2307,Author_2,0.6778409949456672
File_382,Author_2,0.43791788459534653
File_3989,Author_2,0.43804553957382464
File_1718,Author_2,0.3924884281433946
File_3841,Author_2,0.3250416021001632
File_1162,Author_2,0.47762139494404776
File_2271,Author_2,0.5397265659444862
File_3442,Author_2,0.27827083906665817
File_2284,Author_2,0.3134785014438741
File_880,Author_2,0.2397645631955566
File_1703,Author_2,0.17388557262453508
File_1377,Author_2,0.4483277479912846
File_1198,Author_2,0.19143542110335932
File_2363,Author_2,0.3708212966691582
File_3251,Author_4,0.5968655366992004
File_318,Author_4,0.47278336813964095
File_3099,Author_4,0.5681080661921659
File_2785,Author_4,0.5595674766765644
File_943,Author_4,0.44095819088867294
File_1722,Author_4,0.3758645779300278
File_948,Author_4,0.539727398799213
File_70,Author_4,0.6917700866289119
File_3174,Author_4,0.20669274292683992
File_2626,Author_4,0.3149693611615665
File_2764,Author_4,0.434074059621002
File_1436,Author_4,0.533095392066405
File_1105,Author_3,0.6514435579987192
File_2768,Author_3,0.34935578747171414
File_35,Author_3,0.383139808444527
File_2919,Author_3,0.6143782670291145
File_962,Author_3,0.2862214756362643
File_1472,Author_5,0.19724386219979784
File_491,Author_5,0.4964966787995625
File_3540,Author_5,0.35280084530941225
File_837,Author_5,0.15190126694417772
File_375,Author_5,0.4185116167526899
File_3986,Author_5,0.33455378076654096
File_1943,Author_5,0.3786999583409034
File_352,Author_5,0.19411663366111898
File_3362,Author_5,0.08351280247269355
File_1896,Author_5,0.16457936836801723
File_1994,Author_5,0.2885887154623298
File_3704,Author_2,0.8732442403522478
File_1100,Author_2,0.5846492457476193
File_1085,Author_2,0.6687549135291168
File_2436,Author_2,0.5178535516497983
File_1779,Author_2,0.5510298839085114
File_1540,Author_2,0.5234884627158807
File_490,Author_2,0.4539323258557507
File_559,Author_2,0.539343427029004
File_1767,Author_2,0.4729783869994819
File_1227,Author_2,0.06530549363464333
File_2527,Author_2,0.24053345576705387
File_858,Author_2,0.2771003107040938
File_1879,Author_2,0.41706782742956916
File_1046,Author_2,0.5065032722341813
File_3948,Author_2,0.3735882352192045
File_2586,Author_2,0.4870725341211728
File_1404,Author_2,0.30310898364299377
File_2001,Author_2,0.20626075675335953
File_946,Author_2,0.36124321744081445
File_1483,Author_2,0.3547383556946846
File_1840,Author_2,0.3087281833389648
File_1210,Author_2,0.2759267076265005
File_440,Author_2,0.22155203929899936
File_41,Author_2,0.6091295664829312
File_145,Author_2,0.3500820091767629
File_3446,Author_2,0.4345374310126435
File_1399,Author_2,0.39633901546806927
File_1789,Author_2,0.2801953920932825
File_3713,Author_2,0.21656941030547405
File_3091,Author_2,0.2637346437983341
File_1312,Author_2,0.29045732419013737
File_2437,Author_2,0.3615557382808112
File_18,Author_2,0.39464416160596094
File_938,Author_2,0.1557156768521537
File_1113,Author_2,0.32623366020923883
File_165,Author_2,0.27125049072049257
File_2562,Author_2,0.2647603637743815
File_3298,Author_2,0.2600622281110937
File_1487,Author_2,0.16854468110492893
File_598,Author_2,0.20199828314280177
File_3653,Author_2,0.3570004447769126
File_1372,Author_2,0.1946495718149548
File_829,Author_4,0.21590604752247244
File_1327,Author_4,0.3792560562988849
File_2594,Author_4,0.4368207427335301
File_3610,Author_4,0.4886295415953781
File_1067,Author_4,0.2787922929493687
File_772,Author_4,0.10079187368424591
File_579,Author_4,0.13170393906772304
File_119,Author_4,0.21607046770471228
File_78,Author_4,0.28852848014826926
File_1663,Author_4,0.39153751394962255
File_3806,Author_4,0.2516239312135182
File_2361,Author_5,0.30978444607141853
File_526,Author_5,0.34902512222462767
File_224,Author_5,0.08050439664618025
File_2921,Author_5,0.48849908413467236
File_3279,Author_5,0.285995509705693
File_3305,Author_5,0.14692869784946994
File_3158,Author_5,0.41606709711524326
File_2030,Author_5,0.3104805579017069
File_708,Author_5,0.4000566368175472
File_266,Author_5,0.3609153181735584
File_2742,Author_1,0.396906854117121
File_2862,Author_1,0.2466326548334311
File_2148,Author_1,0.42939303922724315
File_1495,Author_1,0.532728815330114
File_2326,Author_1,0.1306505956506383
File_336,Author_1,0.3818853436016634
File_2621,Author_1,0.3420697490202008
File_64,Author_1,0.5150874684206017
File_1398,Author_1,0.44119674145510523
File_3170,Author_1,0.22234111613858287
File_1635,Author_1,0.3446498316025184
File_1751,Author_1,0.472380971634621
File_2496,Author_1,0.23692614714875315
File_3000,Author_1,0.5871246836544101
File_1932,Author_1,0.25283980377435245
File_3028,Author_1,0.5233188832021383
File_2027,Author_1,0.6920670965532627
